Nombre,Posición,Duración,Alineación,Evento,Jugada,Resultado
Acción de ataque (22),2268120,13640,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_40,Gol
Acción de ataque (40),4842760,9120,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_65,Gol
Acción de ataque (20),1834440,19640,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_44,Gol
Acción de ataque (12),1518600,7240,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_42,Pérdida
Acción de ataque (39),4743400,15920,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_20,Pérdida
Acción de ataque (6),1128760,6400,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_26,Pérdida
Acción de ataque (14),1630840,9360,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_61,Pérdida
Acción de ataque (5),1088640,13600,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_16,Nada
Acción de ataque (17),1990960,4840,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_26,Nada
Acción de ataque (52),2020760,17200,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_60,Nada
Acción de ataque (53),2039760,14400,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_60,Gol
Acción de ataque (29),4162080,17320,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_6 (ei);Jugador_7 (li),Acción de ataque,Jugada_62,Nada
Acción de ataque (27),3876960,17320,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_6 (ei);Jugador_1 (li),Acción de ataque,Jugada_21,Nada
Acción de ataque (28),3897640,12600,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_6 (ei);Jugador_1 (li),Acción de ataque,Jugada_65,Gol
Acción de ataque (7),1164840,14800,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_15 (ei);Jugador_10 (ed);Jugador_1 (li),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (10),1369640,16800,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_21,Pérdida
Acción de ataque (11),1442880,11200,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_45,Gol
Acción de ataque (18),2005080,4160,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_27,Gol
Acción de ataque (11),929200,6720,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (46),5516880,17200,Jugador_3 (c);Jugador_9 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_52,Nada
Acción de ataque (43),5154040,11520,Jugador_3 (c);Jugador_9 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_24,Nada
Acción de ataque (45),5343320,13040,Jugador_3 (c);Jugador_9 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_13,Gol
Acción de ataque (48),5693120,11840,Jugador_3 (c);Jugador_9 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_69,Gol
Acción de ataque (47),5558560,5840,Jugador_3 (c);Jugador_9 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_50,Gol
Acción de ataque (44),5182680,5280,Jugador_3 (c);Jugador_9 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_50,Gol
Acción de ataque (60),1206360,12000,Jugador_3 (c);Jugador_9 (pi);Jugador_7 (ld);Jugador_1 (li),Acción de ataque,Jugada_42,Nada
Acción de ataque (30),1615960,8000,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (49),5774880,6720,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (13),878480,6760,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (43),231760,6400,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Nada
Acción de ataque (13),1619440,5280,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Nada
Acción de ataque (16),1331440,6320,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Nada
Acción de ataque (38),4732960,5280,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_56,Nada
Acción de ataque (39),1147600,7920,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Nada
Acción de ataque (39),1168160,8240,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Nada
Acción de ataque (51),1989280,5200,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Gol
Acción de ataque (50),1809360,8640,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Gol
Acción de ataque (13),2041720,10280,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Gol
Acción de ataque (38),94360,5600,Jugador_3 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Gol
Acción de ataque (1),90960,5920,Jugador_3 (c);Jugador_2 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_2,Gol
Acción de ataque (6),1470440,8000,Jugador_3 (c);Jugador_2 (ld);Jugador_1 (li);Jugador_5 (pi),Acción de ataque,Jugada_50,Gol
Acción de ataque (28),1548400,13000,Jugador_3 (c);Jugador_2 (ld);Jugador_1 (li);Jugador_9 (pi);Jugador_11 (ed),Acción de ataque,Jugada_18,Nada
Acción de ataque (27),1472520,5600,Jugador_3 (c);Jugador_2 (ld);Jugador_1 (li);Jugador_9 (pi),Acción de ataque,Jugada_40,Pérdida
Acción de ataque (33),4343960,3960,Jugador_3 (c);Jugador_2 (ld),Acción de ataque,Jugada_38,Gol
Acción de ataque (59),1181200,5800,Jugador_3 (c);Jugador_7 (li);Jugador_10 (ed);Jugador_9 (pi),Acción de ataque,Jugada_26,Nada
Acción de ataque (65),1501880,12400,Jugador_3 (c);Jugador_7 (li);Jugador_5 (pi);Jugador_13 (ei);Jugador_1 (ld),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (68),1683560,18760,Jugador_3 (c);Jugador_7 (li);Jugador_5 (pi);Jugador_1 (ld),Acción de ataque,Jugada_22,Pérdida
Acción de ataque (22),2690680,7320,Jugador_3 (c);Jugador_7 (li);Jugador_13 (ld);Jugador_9 (pi);Jugador_4 (ed),Acción de ataque,Jugada_72,Pérdida
Acción de ataque (45),268120,15200,Jugador_3 (c);Jugador_7 (li);Jugador_13 (ei);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_42,Nada
Acción de ataque (7),593480,9720,Jugador_3 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_24,Nada
Acción de ataque (46),286960,6400,Jugador_3 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_74,Gol
Acción de ataque (19),1244400,10680,Jugador_3 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_1 (ld),Acción de ataque,Jugada_22,Nada
Acción de ataque (2),248360,9880,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_30,Pérdida
Acción de ataque (47),448800,9440,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_18,Pérdida
Acción de ataque (8),608480,8400,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_6,Gol
Acción de ataque (40),167760,10800,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_11 (ed),Acción de ataque,Jugada_73,Pérdida
Acción de ataque (44),254360,12400,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_11 (ed),Acción de ataque,Jugada_50,Nada
Acción de ataque (39),152960,12800,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_11 (ed),Acción de ataque,Jugada_69,Nada
Acción de ataque (41),202040,12800,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_11 (ed),Acción de ataque,Jugada_18,Nada
Acción de ataque (36),36400,12400,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_52,Pérdida
Acción de ataque (37),77960,14400,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_40,Nada
Acción de ataque (5),422600,8080,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_52,Nada
Acción de ataque (49),507040,22800,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_20,Nada
Acción de ataque (50),530600,19080,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_20,Nada
Acción de ataque (48),493680,10000,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_22,Nada
Acción de ataque (3),287640,14480,Jugador_3 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_22,Gol
Acción de ataque (25),304840,13280,Jugador_3 (c);Jugador_7 (li);Jugador_1 (ld);Jugador_10 (ed);Jugador_5 (pi),Acción de ataque,Jugada_33,Pérdida
Acción de ataque (71),1892880,4680,Jugador_3 (c);Jugador_7 (li);Jugador_1 (ld);Jugador_5 (pi),Acción de ataque,Jugada_26,Pérdida
Acción de ataque (66),1601440,9640,Jugador_3 (c);Jugador_7 (li);Jugador_1 (ld);Jugador_5 (pi),Acción de ataque,Jugada_46,Nada
Acción de ataque (21),2611640,22440,Jugador_3 (c);Jugador_7 (ld);Jugador_13 (ld);Jugador_9 (pi);Jugador_4 (ed),Acción de ataque,Jugada_9,Pérdida
Acción de ataque (22),1726200,16000,Jugador_3 (c);Jugador_1 (li);Jugador_5 (pi);Jugador_2 (ld),Acción de ataque,Jugada_22,Nada
Acción de ataque (27),467600,11800,Jugador_3 (c);Jugador_1 (li);Jugador_5 (pi);Jugador_2 (ld),Acción de ataque,Jugada_70,Nada
Acción de ataque (31),795400,4920,Jugador_3 (c);Jugador_1 (li);Jugador_5 (pi);Jugador_2 (ld),Acción de ataque,Jugada_13,Nada
Acción de ataque (20),2511960,8520,Jugador_3 (c);Jugador_1 (li);Jugador_13 (ld);Jugador_4 (ed);Jugador_9 (pi),Acción de ataque,Jugada_66,Gol
Acción de ataque (18),2394320,19160,Jugador_3 (c);Jugador_1 (li);Jugador_13 (ld);Jugador_9 (pi);Jugador_4 (ed),Acción de ataque,Jugada_30,Nada
Acción de ataque (15),2144880,14360,Jugador_3 (c);Jugador_1 (li);Jugador_13 (ld);Jugador_9 (pi),Acción de ataque,Jugada_10,Pérdida
Acción de ataque (19),2436480,13240,Jugador_3 (c);Jugador_1 (li);Jugador_13 (ld);Jugador_9 (pi),Acción de ataque,Jugada_66,Pérdida
Acción de ataque (17),2339200,12400,Jugador_3 (c);Jugador_1 (li);Jugador_13 (ld);Jugador_9 (pi),Acción de ataque,Jugada_46,Gol
Acción de ataque (23),2878240,15720,Jugador_3 (c);Jugador_1 (li);Jugador_13 (ld);Jugador_15 (ei);Jugador_9 (pi),Acción de ataque,Jugada_69,Gol
Acción de ataque (21),1665520,6200,Jugador_3 (c);Jugador_1 (li);Jugador_13 (ei),Acción de ataque,Jugada_20,Gol
Acción de ataque (10),914840,9760,Jugador_3 (c);Jugador_1 (li);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_20,Nada
Acción de ataque (46),4307240,9960,Jugador_3 (c);Jugador_1 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_60,Pérdida
Acción de ataque (17),1147880,6800,Jugador_3 (c);Jugador_1 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_74,Nada
Acción de ataque (34),4435320,11040,Jugador_3 (c);Jugador_1 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_2,Nada
Acción de ataque (49),4496280,4800,Jugador_3 (c);Jugador_1 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_37,Gol
Acción de ataque (45),4197480,9760,Jugador_3 (c);Jugador_1 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_77,Gol
Acción de ataque (42),3507800,7680,Jugador_3 (c);Jugador_1 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_50,Gol
Acción de ataque (61),1220360,6920,Jugador_3 (c);Jugador_1 (li);Jugador_9 (pi);Jugador_7 (ld),Acción de ataque,Jugada_66,Pérdida
Acción de ataque (33),823600,6400,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_10 (ed);Jugador_5 (pi),Acción de ataque,Jugada_15,Gol
Acción de ataque (24),1951520,16600,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_5 (pi);Jugador_4 (ed),Acción de ataque,Jugada_61,Pérdida
Acción de ataque (36),966600,6400,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_5 (pi);Jugador_13 (ei),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (28),485400,10160,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_5 (pi);Jugador_13 (ei),Acción de ataque,Jugada_20,Gol
Acción de ataque (29),541320,11680,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_24,Pérdida
Acción de ataque (11),955840,16000,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_44,Pérdida
Acción de ataque (37),1042560,5200,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_70,Pérdida
Acción de ataque (32),808160,10000,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_13,Nada
Acción de ataque (38),1079680,14800,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_20,Gol
Acción de ataque (26),376120,8080,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_70,Gol
Acción de ataque (23),65080,15240,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_31,Gol
Acción de ataque (12),1052600,11880,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_4 (ed);Jugador_9 (pi),Acción de ataque,Jugada_69,Gol
Acción de ataque (30),579760,12560,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_13 (ei);Jugador_5 (pi),Acción de ataque,Jugada_6,Gol
Acción de ataque (16),1130280,17200,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_13 (ei);Jugador_9 (pi),Acción de ataque,Jugada_50,Nada
Acción de ataque (43),1424160,18560,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_55,Pérdida
Acción de ataque (44),1470680,9080,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_55,Pérdida
Acción de ataque (10),1869360,12400,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_30,Pérdida
Acción de ataque (26),3780320,7080,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_57,Gol
Acción de ataque (48),1690000,11440,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_66,Gol
Acción de ataque (50),4568040,10200,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_4 (ed),Acción de ataque,Jugada_65,Gol
Acción de ataque (53),2155280,10160,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_15 (ei),Acción de ataque,Jugada_22,Pérdida
Acción de ataque (47),1672600,11240,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_15 (ei),Acción de ataque,Jugada_50,Nada
Acción de ataque (15),1456600,8000,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_15 (ei),Acción de ataque,Jugada_69,Gol
Acción de ataque (21),1854520,9840,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_20,Pérdida
Acción de ataque (42),1356200,6440,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_13,Pérdida
Acción de ataque (11),1951280,12000,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_31,Pérdida
Acción de ataque (45),1515800,6200,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (22),2004480,13760,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_69,Nada
Acción de ataque (19),1774600,4560,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_3,Nada
Acción de ataque (12),2030160,11120,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_2,Nada
Acción de ataque (49),1794320,9000,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_58,Nada
Acción de ataque (38),4743240,5720,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_26,Nada
Acción de ataque (51),573960,7200,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_50,Gol
Acción de ataque (13),1144920,7280,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_69,Gol
Acción de ataque (18),1156200,4800,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_74,Gol
Acción de ataque (16),1566280,5960,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_15,Gol
Acción de ataque (15),999440,16000,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_13,Gol
Acción de ataque (51),4684640,6840,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_50,Gol
Acción de ataque (46),1582920,8080,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_58,Gol
Acción de ataque (43),4014520,8480,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_24,Gol
Acción de ataque (51),1914720,9400,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_25,Gol
Acción de ataque (52),2068080,7840,Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_50,Gol
Acción de ataque (54),873720,6280,Jugador_3 (c);Jugador_1 (li);Jugador_7 (ld);Jugador_9 (pi),Acción de ataque,Jugada_50,Pérdida
Acción de ataque (44),4081920,12400,Jugador_3 (c);Jugador_1 (li);Jugador_15 (ei);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_21,Pérdida
Acción de ataque (15),1671200,4760,Jugador_3 (c);Jugador_1 (li),Acción de ataque,Jugada_78,Gol
Acción de ataque (69),1749680,13160,Jugador_3 (c);Jugador_1 (ld);Jugador_5 (pi);Jugador_7 (li),Acción de ataque,Jugada_13,Gol
Acción de ataque (24),237240,19880,Jugador_3 (c);Jugador_1 (ld);Jugador_7 (li);Jugador_5 (pi);Jugador_13 (ei),Acción de ataque,Jugada_23,Gol
Acción de ataque (8),1659600,17880,Jugador_3 (c);Jugador_1 (ld);Jugador_7 (li);Jugador_5 (pi),Acción de ataque,Jugada_13,Pérdida
Acción de ataque (25),1372600,11200,Jugador_3 (c);Jugador_1 (ld);Jugador_7 (li);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_21,Nada
Acción de ataque (35),1994920,9200,Jugador_3 (c);Jugador_1 (ld);Jugador_7 (li);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_65,Gol
Acción de ataque (57),1107000,6800,Jugador_3 (c);Jugador_1 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_26,Pérdida
Acción de ataque (56),1073360,13600,Jugador_3 (c);Jugador_1 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_13,Pérdida
Acción de ataque (20),1255680,7200,Jugador_3 (c);Jugador_1 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_29,Pérdida
Acción de ataque (55),1022080,12000,Jugador_3 (c);Jugador_1 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_22,Pérdida
Acción de ataque (23),1350520,8800,Jugador_3 (c);Jugador_1 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_3,Nada
Acción de ataque (10),771560,21600,Jugador_3 (c);Jugador_16 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_22,Nada
Acción de ataque (20),1780600,4960,Jugador_3 (c);Jugador_16 (li),Acción de ataque,Jugada_78,Gol
Acción de ataque (36),4639960,10320,Jugador_3 (c);Jugador_15 (ei);Jugador_14 (ld);Jugador_9 (pi);Jugador_1 (li),Acción de ataque,Jugada_48,Nada
Acción de ataque (37),4657600,13120,Jugador_3 (c);Jugador_15 (ei);Jugador_14 (ld);Jugador_9 (pi);Jugador_1 (li),Acción de ataque,Jugada_73,Gol
Acción de ataque (39),4604240,5600,Jugador_3 (c),Acción de ataque,Jugada_78,Pérdida
Acción de ataque (43),1551080,5080,Jugador_3 (c),Acción de ataque,Jugada_75,Pérdida
Acción de ataque (42),224520,5200,Jugador_3 (c),Acción de ataque,Jugada_78,Nada
Acción de ataque (21),211960,6040,Jugador_3 (c),Acción de ataque,Jugada_78,Nada
Acción de ataque (42),5099080,6400,Jugador_3 (c),Acción de ataque,Jugada_78,Nada
Acción de ataque (9),500680,6800,Jugador_3 (c),Acción de ataque,Jugada_78,Gol
Acción de ataque (70),1810400,10400,Jugador_3 (c),Acción de ataque,Jugada_78,Gol
Acción de ataque (21),1642280,15360,Jugador_6 (ei);Jugador_7 (li);Jugador_2 (ld);Jugador_13 (c);Jugador_5 (pi),Acción de ataque,Jugada_22,Nada
Acción de ataque (4),330480,11880,Jugador_6 (ei);Jugador_7 (li);Jugador_1 (c);Jugador_5 (pi);Jugador_2 (ld),Acción de ataque,Jugada_55,Gol
Acción de ataque (3),1109680,8880,Jugador_6 (ei);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_55,Pérdida
Acción de ataque (13),1259200,19240,Jugador_6 (ei);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_19,Nada
Acción de ataque (31),4200040,8800,Jugador_6 (ei);Jugador_7 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_41,Nada
Acción de ataque (31),2301640,6960,Jugador_6 (ei);Jugador_7 (li);Jugador_1 (c);Jugador_3 (ld);Jugador_10 (ed),Acción de ataque,Jugada_65,Gol
Acción de ataque (32),2338600,9440,Jugador_6 (ei);Jugador_7 (li);Jugador_1 (c);Jugador_3 (ld);Jugador_5 (pi),Acción de ataque,Jugada_55,Gol
Acción de ataque (13),1026840,10640,Jugador_6 (ei);Jugador_1 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_20,Pérdida
Acción de ataque (16),1244440,6840,Jugador_6 (ei);Jugador_1 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_27,Nada
Acción de ataque (28),3878000,6880,Jugador_6 (ei);Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_59,Gol
Acción de ataque (5),480800,14160,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_14 (ld);Jugador_10 (ed),Acción de ataque,Jugada_30,Gol
Acción de ataque (8),808640,15080,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_14 (ld),Acción de ataque,Jugada_18,Pérdida
Acción de ataque (10),1065520,10760,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_14 (ld),Acción de ataque,Jugada_44,Pérdida
Acción de ataque (6),543320,16320,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_14 (ld),Acción de ataque,Jugada_24,Pérdida
Acción de ataque (4),433960,13800,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_14 (ld),Acción de ataque,Jugada_22,Pérdida
Acción de ataque (11),1340480,8600,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_14 (ld),Acción de ataque,Jugada_26,Pérdida
Acción de ataque (9),895240,10200,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_14 (ld),Acción de ataque,Jugada_2,Gol
Acción de ataque (1),125400,9760,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_14 (ld),Acción de ataque,Jugada_22,Gol
Acción de ataque (7),614440,11680,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_14 (ld),Acción de ataque,Jugada_58,Gol
Acción de ataque (12),1381800,10400,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_14 (ld),Acción de ataque,Jugada_13,Gol
Acción de ataque (3),364640,20360,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_1 (ld),Acción de ataque,Jugada_24,Pérdida
Acción de ataque (2),303880,17800,Jugador_16 (li);Jugador_5 (pi);Jugador_13 (c);Jugador_1 (ld),Acción de ataque,Jugada_23,Gol
Acción de ataque (11),1166400,10240,Jugador_16 (li);Jugador_13 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_22,Pérdida
